loc_rowid,pl_name,hostname,default_flag,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_radj,pl_massj,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_lum,sy_dist
15200,Kepler-1739 b,Kepler-1739,1,Transit,2021,7.34370995,,0.217,,,,5757.00,0.76,0.86,,783.6660000
15203,Kepler-174 b,Kepler-174,1,Transit,2014,13.98179000,0.100000,0.175,,,,4880.00,0.62,,,384.7570000
15220,Kepler-174 c,Kepler-174,1,Transit,2014,44.00052900,0.214000,0.133,,,,4880.00,0.62,,,384.7570000
15234,Kepler-174 d,Kepler-174,1,Transit,2014,247.35373000,0.677000,0.195,,,,4880.00,0.62,,,384.7570000
15240,Kepler-1740 b,Kepler-1740,1,Transit,2021,8.17240047,,0.296,,,,5705.00,0.91,0.94,,1061.7700000
15251,Kepler-1741 b,Kepler-1741,1,Transit,2021,2.75759006,,0.114,,,,3683.00,0.42,0.45,,270.7390000
15256,Kepler-1742 b,Kepler-1742,1,Transit,2021,49.47819901,,0.194,,,,5776.00,0.85,0.94,,669.5730000
15262,Kepler-1743 b,Kepler-1743,1,Transit,2021,7.64971018,,0.143,,,,5855.00,1.61,1.27,,538.8070000
15273,Kepler-1744 b,Kepler-1744,1,Transit,2021,37.10110092,,0.336,,,,5986.00,0.85,0.89,,1091.6300000
15276,Kepler-1745 b,Kepler-1745,1,Transit,2021,3.01619005,,0.172,,,,5611.00,1.40,0.99,,996.1050000
15284,Kepler-1746 b,Kepler-1746,1,Transit,2021,321.21200560,,0.797,,,,6018.00,1.29,1.09,,979.5410000
15292,Kepler-1747 b,Kepler-1747,1,Transit,2021,6.23031998,,0.381,,,,5477.00,0.86,0.98,,1321.3800000
15300,Kepler-1748 b,Kepler-1748,1,Transit,2021,5.82352018,,0.242,,,,5774.00,0.86,0.92,,1083.2800000
15311,Kepler-1749 b,Kepler-1749,1,Transit,2021,14.53409958,,0.144,,,,3957.00,0.55,0.55,,268.2000000
15318,Kepler-175 b,Kepler-175,1,Transit,2014,11.90351500,0.105000,0.228,,,,6064.00,1.01,,,1312.3400000
15329,Kepler-175 c,Kepler-175,1,Transit,2014,34.03525700,0.213000,0.277,,,,6064.00,1.01,,,1312.3400000
15343,Kepler-1750 b,Kepler-1750,1,Transit,2021,205.91200260,,0.536,,,,5644.00,0.97,0.98,,1497.3300000
15348,Kepler-1751 b,Kepler-1751,1,Transit,2021,7.01731014,,0.163,,,,6052.00,0.97,0.97,,1291.4700000
15358,Kepler-1752 b,Kepler-1752,1,Transit,2021,56.35850143,,0.405,,,,5446.00,0.82,0.82,,962.8880000
15364,Kepler-1753 b,Kepler-1753,1,Transit,2021,16.00460052,,0.199,,,,5180.00,0.77,0.86,,707.6880000
15372,Kepler-1754 b,Kepler-1754,1,Transit,2021,8.19594955,,0.218,,,,4723.00,0.75,0.73,,718.9450000
15380,Kepler-1755 b,Kepler-1755,1,Transit,2021,24.81209946,,0.528,,,,6086.00,0.92,1.00,,982.3830000
15389,Kepler-1756 b,Kepler-1756,1,Transit,2021,2.35575008,,0.131,,,,4915.00,0.81,0.78,,
15392,Kepler-1757 b,Kepler-1757,1,Transit,2021,19.65640068,,0.263,,,,5288.00,0.74,0.83,,807.3080000
15404,Kepler-1758 b,Kepler-1758,1,Transit,2021,9.97721004,,0.229,,,,5557.00,1.62,1.03,,1588.4100000
15409,Kepler-1759 b,Kepler-1759,1,Transit,2021,3.72023010,,0.081,,,,5017.00,0.80,0.76,,385.3480000
15413,Kepler-176 b,Kepler-176,1,Transit,2014,5.43307400,0.058000,0.128,,,,5232.00,0.89,,,527.3210000
15424,Kepler-176 c,Kepler-176,1,Transit,2014,12.75971200,0.102000,0.232,,,,5232.00,0.89,,,527.3210000
15440,Kepler-176 d,Kepler-176,1,Transit,2014,25.75197400,0.163000,0.224,,,,5232.00,0.89,,,527.3210000
15445,Kepler-176 e,Kepler-176,1,Transit,2016,51.16579000,,0.129,,,,5295.00,0.83,0.87,,527.3210000
15456,Kepler-1760 b,Kepler-1760,1,Transit,2021,38.32609940,,0.204,,,,5229.00,0.90,0.82,,
15462,Kepler-1761 b,Kepler-1761,1,Transit,2021,4.04354000,,0.124,,,,3871.00,0.53,0.57,,221.1860000
15469,Kepler-1762 b,Kepler-1762,1,Transit,2021,29.53910065,,0.246,,,,6572.00,1.24,1.30,,1663.7400000
15479,Kepler-1763 b,Kepler-1763,1,Transit,2021,1.48028004,,0.102,,,,5897.00,1.26,1.03,,756.4860000
15485,Kepler-1764 b,Kepler-1764,1,Transit,2021,70.46829987,,0.406,,,,6461.00,1.13,1.16,,1542.4800000
15496,Kepler-1765 b,Kepler-1765,1,Transit,2021,10.41889954,,0.223,,,,5692.00,1.06,0.95,,764.4560000
15505,Kepler-1766 b,Kepler-1766,1,Transit,2021,105.01499940,,0.203,,,,5868.00,1.04,0.92,,501.2290000
15508,Kepler-1767 b,Kepler-1767,1,Transit,2021,59.65829849,,0.269,,,,5243.00,0.83,0.89,,820.5060000
15521,Kepler-1768 b,Kepler-1768,1,Transit,2021,15.13589954,,0.199,,,,6050.00,1.57,1.24,,632.7660000
15522,Kepler-1769 b,Kepler-1769,1,Transit,2021,89.19349670,,0.398,,,,6071.00,1.29,1.06,,438.4120000
15534,Kepler-177 b,Kepler-177,1,Transit,2013,36.86010000,,0.312,0.01837,,,5732.00,1.32,0.92,,1435.4400000
15546,Kepler-177 c,Kepler-177,1,Transit,2013,49.40926000,,0.779,0.04625,,,5732.00,1.32,0.92,,1435.4400000
15555,Kepler-1770 b,Kepler-1770,1,Transit,2021,16.84189987,,0.253,,,,5602.00,1.01,0.94,,582.9420000
15569,Kepler-1771 b,Kepler-1771,1,Transit,2021,88.64399719,,0.362,,,,5661.00,0.93,0.94,,565.7520000
15572,Kepler-1772 b,Kepler-1772,1,Transit,2021,3.21509004,,0.240,,,,5541.00,0.93,0.94,,871.5640000
15579,Kepler-1773 b,Kepler-1773,1,Transit,2021,40.80970001,,0.313,,,,6183.00,1.30,1.24,,681.2550000
15593,Kepler-1774 b,Kepler-1774,1,Transit,2021,59.77080154,,0.284,,,,6214.00,1.12,1.10,,816.5920000
15596,Kepler-1775 b,Kepler-1775,1,Transit,2021,85.65399933,,0.325,,,,5818.00,1.65,1.15,,657.0230000
15608,Kepler-1776 b,Kepler-1776,1,Transit,2021,35.01190186,,0.233,,,,5872.00,1.15,1.04,,690.3360000
15616,Kepler-1777 b,Kepler-1777,1,Transit,2021,12.18420029,,0.190,,,,5771.00,1.07,0.98,,619.1460000
15618,Kepler-1778 b,Kepler-1778,1,Transit,2021,10.08740044,,0.269,,,,6310.00,1.09,1.14,,1276.2900000
15629,Kepler-1779 b,Kepler-1779,1,Transit,2021,16.34359932,,0.271,,,,5730.00,1.06,1.01,,908.5010000
15642,Kepler-178 b,Kepler-178,1,Transit,2014,9.57669400,0.085000,0.259,,,,5676.00,1.07,,,716.0250000
15646,Kepler-178 c,Kepler-178,1,Transit,2014,20.55280200,0.142000,0.257,,,,5676.00,1.07,,,716.0250000
15657,Kepler-178 d,Kepler-178,1,Transit,2014,96.67898800,0.397000,0.352,,,,5676.00,1.07,,,716.0250000
15667,Kepler-1780 b,Kepler-1780,1,Transit,2021,109.44499970,,0.322,,,,5403.00,0.87,0.87,,790.5160000
15678,Kepler-1781 b,Kepler-1781,1,Transit,2021,4.88752985,,0.212,,,,5568.00,0.96,1.05,,962.6300000
15682,Kepler-1782 b,Kepler-1782,1,Transit,2021,5.75622988,,0.199,,,,4931.00,0.73,0.79,,305.7920000
15694,Kepler-1783 b,Kepler-1783,1,Transit,2021,8.27744007,,0.118,,,,5129.00,1.78,0.89,,264.0780000
15700,Kepler-1784 b,Kepler-1784,1,Transit,2021,13.59049988,,0.250,,,,5442.00,0.97,0.89,,883.0450000
15713,Kepler-1785 b,Kepler-1785,1,Transit,2021,19.58550072,,0.241,,,,5618.00,1.00,0.91,,745.7400000
15721,Kepler-1786 b,Kepler-1786,1,Transit,2021,78.54609680,,0.282,,,,5808.00,1.40,1.06,,863.9090000
15728,Kepler-1787 b,Kepler-1787,1,Transit,2021,39.31370163,,0.207,,,,6060.00,0.93,1.01,,778.6020000
15737,Kepler-1788 b,Kepler-1788,1,Transit,2021,2.80012011,,0.212,,,,4786.00,0.70,0.69,,560.4450000
15738,Kepler-1789 b,Kepler-1789,1,Transit,2021,80.23190308,,0.253,,,,5436.00,0.89,0.92,,611.4610000
15753,Kepler-179 b,Kepler-179,1,Transit,2014,2.73592600,0.036000,0.146,,,,5302.00,0.76,,,605.6800000
15760,Kepler-179 c,Kepler-179,1,Transit,2014,6.40013000,0.064000,0.178,,,,5302.00,0.76,,,605.6800000
15772,Kepler-1790 b,Kepler-1790,1,Transit,2021,31.58889961,,0.281,,,,5866.00,1.37,1.02,,1070.1700000
15783,Kepler-1791 b,Kepler-1791,1,Transit,2021,7.72086000,,0.278,,,,5887.00,1.18,0.98,,602.2180000
15787,Kepler-1792 b,Kepler-1792,1,Transit,2021,4.19577980,,0.225,,,,5229.00,1.00,0.88,,601.0290000
15799,Kepler-1793 b,Kepler-1793,1,Transit,2021,8.77999973,,0.338,,,,5191.00,0.76,0.85,,1189.8800000
15806,Kepler-1794 b,Kepler-1794,1,Transit,2021,9.76298046,,0.160,,,,5052.00,0.82,0.77,,561.2290000
15810,Kepler-1795 b,Kepler-1795,1,Transit,2021,13.36019993,,0.148,,,,4500.00,0.69,0.77,,
15822,Kepler-1796 b,Kepler-1796,1,Transit,2021,29.45579910,,0.245,,,,6036.00,0.95,1.02,,825.8830000
15824,Kepler-1797 b,Kepler-1797,1,Transit,2021,23.35939980,,0.273,,,,6244.00,1.01,1.07,,1338.4900000
15832,Kepler-1798 b,Kepler-1798,1,Transit,2021,16.85589981,,0.206,,,,3967.00,0.59,0.59,,395.1960000
15843,Kepler-1799 b,Kepler-1799,1,Transit,2021,11.92969990,,0.368,,,,5831.00,0.92,1.02,,2254.6900000
15850,Kepler-18 b,Kepler-18,1,Transit,2011,3.50472500,0.044700,0.178,0.02200,,,5345.00,1.11,0.97,-0.031,433.0470000
15860,Kepler-18 c,Kepler-18,1,Transit,2011,7.64159000,0.075200,0.490,0.05400,,,5345.00,1.11,0.97,-0.031,433.0470000
15880,Kepler-18 d,Kepler-18,1,Transit,2011,14.85888000,0.117200,0.623,0.05200,,,5345.00,1.11,0.97,-0.031,433.0470000
15888,Kepler-180 b,Kepler-180,1,Transit,2014,13.81712400,0.109000,0.134,,,,5731.00,1.06,,,695.6500000
15893,Kepler-180 c,Kepler-180,1,Transit,2014,41.88577500,0.229000,0.269,,,,5731.00,1.06,,,695.6500000
15909,Kepler-1800 b,Kepler-1800,1,Transit,2021,4.56202984,,0.089,,,,5343.00,2.51,1.33,,350.4550000
15915,Kepler-1801 b,Kepler-1801,1,Transit,2021,10.44089985,,0.242,,,,5738.00,0.98,0.94,,839.3320000
15918,Kepler-1801 c,Kepler-1801,1,Transit,2023,116.58318300,0.457200,,,371,,5738.00,0.98,0.94,,839.3320000
15929,Kepler-1802 b,Kepler-1802,1,Transit,2021,15.45020008,,0.149,,,,4245.00,0.64,0.65,,636.6940000
15939,Kepler-1802 c,Kepler-1802,1,Transit,2021,33.13610077,,0.207,,,,4245.00,0.64,0.65,,636.6940000
15942,Kepler-1804 b,Kepler-1804,1,Transit,2021,12.28849983,,0.142,,,,5109.00,1.67,0.93,,434.4560000
15952,Kepler-1805 b,Kepler-1805,1,Transit,2021,8.84794045,,0.138,,,,3867.00,0.55,0.58,,221.6390000
15958,Kepler-1806 b,Kepler-1806,1,Transit,2021,9.03332043,,0.210,,,,5311.00,0.79,0.88,,978.0660000
15970,Kepler-1807 b,Kepler-1807,1,Transit,2021,10.86060047,,0.241,,,,6455.00,1.50,1.09,,1299.3200000
15977,Kepler-1808 b,Kepler-1808,1,Transit,2021,23.34040070,,0.270,,,,5530.00,0.89,0.77,,1022.0100000
15986,Kepler-1809 b,Kepler-1809,1,Transit,2021,3.75729990,,0.135,,,,4901.00,0.72,0.81,,409.6020000
15987,Kepler-181 b,Kepler-181,1,Transit,2014,3.13787300,0.040000,0.113,,,,5333.00,0.75,,,609.2830000
15997,Kepler-181 c,Kepler-181,1,Transit,2014,4.30214900,0.049000,0.178,,,,5333.00,0.75,,,609.2830000
16009,Kepler-1810 b,Kepler-1810,1,Transit,2021,101.13300320,,0.350,,,,5492.00,1.02,0.92,,1009.8700000
16016,Kepler-1811 b,Kepler-1811,1,Transit,2021,76.42230225,,0.343,,,,5561.00,1.19,0.95,,1390.5600000
16026,Kepler-1812 b,Kepler-1812,1,Transit,2021,7.16521978,,0.207,,,,6174.00,1.10,1.16,,1409.1900000
16031,Kepler-1813 b,Kepler-1813,1,Transit,2021,2.81816006,,0.126,,,,5167.00,0.79,0.81,,
16040,Kepler-1814 b,Kepler-1814,1,Transit,2021,2.93535996,,0.211,,,,4922.00,0.82,0.79,,726.3460000
16050,Kepler-1814 c,Kepler-1814,1,Transit,2023,0.62628177,0.013300,,,1711,,4922.00,0.82,0.79,,726.3460000
16058,Kepler-1815 b,Kepler-1815,1,Transit,2021,12.19139957,,0.245,,,,5516.00,0.97,0.86,,1006.6300000
16060,Kepler-1816 b,Kepler-1816,1,Transit,2021,91.50099945,,0.176,,,,5051.00,0.71,0.79,,437.8230000
16075,Kepler-1817 b,Kepler-1817,1,Transit,2021,44.29919815,,0.203,,,,5316.00,0.92,0.88,,748.5690000
16080,Kepler-1818 b,Kepler-1818,1,Transit,2021,4.64490986,,0.153,,,,6047.00,1.13,1.02,,1034.5900000
16086,Kepler-1819 b,Kepler-1819,1,Transit,2021,16.48690033,,0.348,,,,6090.00,1.07,1.17,,1363.1900000
16096,Kepler-182 b,Kepler-182,1,Transit,2014,9.82579200,0.096000,0.230,,,,6250.00,1.15,,,1549.0900000
16112,Kepler-182 c,Kepler-182,1,Transit,2014,20.68434200,0.157000,0.306,,,,6250.00,1.15,,,1549.0900000
16119,Kepler-1820 b,Kepler-1820,1,Transit,2021,31.03249931,,0.278,,,,5841.00,0.93,1.05,,1425.3900000
16122,Kepler-1821 b,Kepler-1821,1,Transit,2021,16.45809937,,0.231,,,,5475.00,0.88,0.95,,799.6990000
16135,Kepler-1822 b,Kepler-1822,1,Transit,2021,22.13339996,,0.236,,,,5165.00,0.70,0.78,,897.5970000
16144,Kepler-1823 b,Kepler-1823,1,Transit,2021,21.10339928,,0.186,,,,6000.00,1.13,1.07,,724.9710000
16150,Kepler-1824 b,Kepler-1824,1,Transit,2021,95.61100006,,0.212,,,,6002.00,1.08,1.14,,1040.1000000
16158,Kepler-1825 b,Kepler-1825,1,Transit,2021,1.02586997,,0.127,,,,5123.00,0.85,0.83,,430.2540000
16166,Kepler-1826 b,Kepler-1826,1,Transit,2021,1.61536002,,0.132,,,,3821.00,0.49,0.49,,336.9520000
16170,Kepler-1827 b,Kepler-1827,1,Transit,2021,3.70061994,,0.166,,,,5423.00,1.40,0.92,,686.4610000
16179,Kepler-1828 b,Kepler-1828,1,Transit,2021,10.27379990,,0.189,,,,5806.00,0.90,1.00,,871.8100000
16187,Kepler-1829 b,Kepler-1829,1,Transit,2021,5.18671989,,0.221,,,,5230.00,0.78,0.87,,679.9210000
16194,Kepler-183 b,Kepler-183,1,Transit,2014,5.68794500,0.064000,0.184,,,,5888.00,0.96,,,1050.6400000
16204,Kepler-183 c,Kepler-183,1,Transit,2014,11.63707100,0.103000,0.203,,,,5888.00,0.96,,,1050.6400000
16214,Kepler-1830 b,Kepler-1830,1,Transit,2021,56.49330139,,0.297,,,,6160.00,2.05,1.44,,1056.8800000
16224,Kepler-1831 b,Kepler-1831,1,Transit,2021,5.78387022,,0.176,,,,6063.00,1.01,1.12,,1053.4900000
16230,Kepler-1832 b,Kepler-1832,1,Transit,2021,3.13878989,,0.109,,,,5242.00,0.72,0.68,,486.1740000
16238,Kepler-1833 b,Kepler-1833,1,Transit,2021,6.89212990,,0.116,,,,6164.00,1.45,1.29,,591.6020000
16244,Kepler-1834 b,Kepler-1834,1,Transit,2021,4.60301018,,0.130,,,,4821.00,0.79,0.77,,500.3950000
16248,Kepler-1834 c,Kepler-1834,1,Transit,2023,0.76669152,0.015000,,,1541,,4821.00,0.79,0.77,,500.3950000
16259,Kepler-1835 b,Kepler-1835,1,Transit,2021,11.96409988,,0.315,,,,5903.00,0.96,0.92,,1404.3800000
16261,Kepler-1836 b,Kepler-1836,1,Transit,2021,5.25416994,,0.228,,,,6123.00,0.99,1.05,,1472.6200000
16270,Kepler-1837 b,Kepler-1837,1,Transit,2021,5.90608978,,0.184,,,,5966.00,0.96,1.05,,1229.1800000
16275,Kepler-1838 b,Kepler-1838,1,Transit,2021,12.14680004,,0.148,,,,5877.00,1.96,1.19,,451.2420000
16285,Kepler-1839 b,Kepler-1839,1,Transit,2021,5.05675983,,0.174,,,,5926.00,0.94,1.03,,1136.6000000
16291,Kepler-184 b,Kepler-184,1,Transit,2014,10.68757600,0.092000,0.211,,,,5788.00,0.87,,,610.3260000
16309,Kepler-184 c,Kepler-184,1,Transit,2014,20.30300500,0.141000,0.176,,,,5788.00,0.87,,,610.3260000
16324,Kepler-184 d,Kepler-184,1,Transit,2014,29.02235800,0.179000,0.222,,,,5788.00,0.87,,,610.3260000
16329,Kepler-1840 b,Kepler-1840,1,Transit,2021,131.19000240,,0.248,,,,4898.00,0.80,0.77,,513.1070000
16334,Kepler-1841 b,Kepler-1841,1,Transit,2021,25.88599968,,0.133,,,,5190.00,0.90,0.82,,631.7000000
16342,Kepler-1842 b,Kepler-1842,1,Transit,2021,14.02639961,,0.210,,,,5970.00,1.13,1.06,,923.5510000
16350,Kepler-1843 b,Kepler-1843,1,Transit,2021,25.54339981,,0.242,,,,5422.00,1.78,1.02,,784.6250000
16357,Kepler-1844 b,Kepler-1844,1,Transit,2021,3.92451000,,0.271,,,,5776.00,0.85,0.94,,1804.3600000
16369,Kepler-1845 b,Kepler-1845,1,Transit,2021,11.60649967,,0.218,,,,4703.00,0.70,0.69,,710.7240000
16372,Kepler-1846 b,Kepler-1846,1,Transit,2021,14.82009983,,0.157,,,,4825.00,0.73,0.79,,374.6150000
16382,Kepler-1847 b,Kepler-1847,1,Transit,2021,11.12969971,,0.245,,,,6122.00,0.96,1.04,,1693.8600000
16392,Kepler-1848 b,Kepler-1848,1,Transit,2021,5.60402012,,0.126,,,,4847.00,0.74,0.76,,309.6960000
16396,Kepler-1849 b,Kepler-1849,1,Transit,2021,57.29290009,,0.213,,,,4806.00,0.73,0.71,,631.8840000
16405,Kepler-185 b,Kepler-185,1,Transit,2014,1.63290000,0.026000,0.104,,,,5208.00,0.81,,,466.7350000
16414,Kepler-185 c,Kepler-185,1,Transit,2014,20.72904200,0.139000,0.180,,,,5208.00,0.81,,,466.7350000
16423,Kepler-1850 b,Kepler-1850,1,Transit,2021,1.38580000,,0.065,,,,4239.00,0.60,0.61,,250.1990000
16429,Kepler-1851 b,Kepler-1851,1,Transit,2021,12.02289963,,0.348,,,,5982.00,0.88,0.97,,1589.8100000
16438,Kepler-1852 b,Kepler-1852,1,Transit,2021,7.97094011,,0.168,,,,5237.00,0.83,0.93,,772.4810000
16450,Kepler-1853 b,Kepler-1853,1,Transit,2021,48.88819885,,0.135,,,,4821.00,0.79,0.77,,562.3480000
16452,Kepler-1854 b,Kepler-1854,1,Transit,2021,39.83110046,,0.231,,,,5026.00,0.76,0.80,,423.3480000
16465,Kepler-1855 b,Kepler-1855,1,Transit,2021,0.72733098,,0.109,,,,3460.00,0.36,0.39,,
16468,Kepler-1856 b,Kepler-1856,1,Transit,2021,1.30200005,,0.155,,,,4948.00,0.82,0.78,,848.7600000
16478,Kepler-1857 b,Kepler-1857,1,Transit,2021,8.94340992,,0.175,,,,6074.00,1.00,0.87,,853.2750000
16488,Kepler-1858 b,Kepler-1858,1,Transit,2021,88.07160187,,0.216,,,,4939.00,0.82,0.79,,833.0550000
16495,Kepler-1859 b,Kepler-1859,1,Transit,2021,2.72959995,,0.141,,,,5887.00,1.24,1.09,,1331.2500000
16498,Kepler-1859 c,Kepler-1859,1,Transit,2023,3.59645081,0.047300,,,1327,,5887.00,1.24,1.09,,1331.2500000
16504,Kepler-186 b,Kepler-186,1,Transit,2014,3.88679070,0.034300,0.095,,,M1,3788.00,0.47,0.48,-1.385,177.5940000
16530,Kepler-186 c,Kepler-186,1,Transit,2014,7.26730200,0.045100,0.112,,,M1,3788.00,0.47,0.48,-1.385,177.5940000
16541,Kepler-186 d,Kepler-186,1,Transit,2014,13.34299600,0.078100,0.125,,,M1,3788.00,0.47,0.48,-1.385,177.5940000
16558,Kepler-186 e,Kepler-186,1,Transit,2014,22.40770400,0.110000,0.113,,,M1,3788.00,0.47,0.48,-1.385,177.5940000
16567,Kepler-186 f,Kepler-186,1,Transit,2014,129.94410000,0.432000,0.104,,,,3755.00,0.52,0.54,-1.260,177.5940000
16580,Kepler-1860 b,Kepler-1860,1,Transit,2021,12.73719978,,0.102,,,,5420.00,0.87,0.87,,438.7030000
16589,Kepler-1861 b,Kepler-1861,1,Transit,2021,40.03060150,,0.197,,,,5855.00,1.37,1.16,,829.9850000
16598,Kepler-1862 b,Kepler-1862,1,Transit,2021,16.05730057,,0.197,,,,5644.00,0.81,0.90,,1232.1900000
16601,Kepler-1863 b,Kepler-1863,1,Transit,2021,44.99760056,,0.202,,,,5871.00,0.98,1.10,,865.5460000
16612,Kepler-1864 b,Kepler-1864,1,Transit,2021,3.88151002,,0.067,,,,5854.00,0.98,1.03,,298.8940000
16620,Kepler-1865 b,Kepler-1865,1,Transit,2021,2.52400994,,0.141,,,,5420.00,0.87,0.85,,922.2550000
16623,Kepler-1866 b,Kepler-1866,1,Transit,2021,11.66009998,,0.186,,,,5791.00,1.08,1.03,,976.7370000
16634,Kepler-1867 b,Kepler-1867,1,Transit,2021,9.88735962,,0.103,,,,5693.00,0.82,0.91,,680.5830000
16636,Kepler-1868 b,Kepler-1868,1,Transit,2021,211.03399660,,0.281,,,,4658.00,0.69,0.74,,274.1800000
16649,Kepler-1869 b,Kepler-1869,1,Transit,2021,8.16736031,,0.100,,,,5808.00,0.90,0.99,,113.0250000
16653,Kepler-1869 c,Kepler-1869,1,Transit,2023,1.71682830,0.028000,,,1455,,5808.00,0.90,0.99,,113.0250000
16665,Kepler-187 b,Kepler-187,1,Transit,2014,4.93886400,0.059000,0.126,,,,6105.00,1.29,,,1143.0000000
16673,Kepler-187 c,Kepler-187,1,Transit,2014,10.64026300,0.099000,0.238,,,,6105.00,1.29,,,1143.0000000
16686,Kepler-1870 b,Kepler-1870,1,Transit,2021,3.60694003,,0.187,,,,5508.00,0.84,0.95,,407.2160000
16689,Kepler-1871 b,Kepler-1871,1,Transit,2021,1.95270002,,0.216,,,,5741.00,0.95,1.02,,854.6230000
16696,Kepler-1872 b,Kepler-1872,1,Transit,2021,3.82591009,,0.213,,,,5223.00,0.89,0.91,,840.1820000
16706,Kepler-1873 b,Kepler-1873,1,Transit,2021,0.55884200,,0.145,,,,5151.00,0.79,0.90,,820.9570000
16717,Kepler-1874 b,Kepler-1874,1,Transit,2021,56.57320023,,0.197,,,,4701.00,0.78,0.76,,408.0070000
16722,Kepler-1875 b,Kepler-1875,1,Transit,2021,34.45859909,,0.288,,,,6161.00,0.86,0.95,,1660.4500000
16727,Kepler-1876 b,Kepler-1876,1,Transit,2021,6.99205000,0.075800,0.076,0.00755,1299,,6104.00,1.48,1.19,,259.9350000
16734,Kepler-1877 b,Kepler-1877,1,Transit,2021,2.37756991,,0.056,,,,5615.00,0.94,1.02,,285.3120000
16741,Kepler-1878 b,Kepler-1878,1,Transit,2021,4.44587994,,0.261,,,,5918.00,0.86,0.96,,1494.3000000
16748,Kepler-1879 b,Kepler-1879,1,Transit,2021,10.61340046,,0.184,,,,5865.00,1.39,1.02,,627.1710000
16765,Kepler-188 b,Kepler-188,1,Transit,2014,2.06189700,0.032000,0.150,,,,6021.00,1.14,,,968.5440000
16771,Kepler-188 c,Kepler-188,1,Transit,2014,5.99655300,0.066000,0.285,,,,6021.00,1.14,,,968.5440000
16778,Kepler-1880 b,Kepler-1880,1,Transit,2021,6.30921984,,0.189,,,,4380.00,0.53,0.52,,611.0410000
16788,Kepler-1881 b,Kepler-1881,1,Transit,2021,159.39399720,,0.266,,,,5135.00,0.87,0.81,,1057.2100000
16792,Kepler-1882 b,Kepler-1882,1,Transit,2021,13.78730011,,0.133,,,,5691.00,1.46,1.07,,443.3710000
16803,Kepler-1883 b,Kepler-1883,1,Transit,2021,103.42700200,,0.290,,,,6208.00,1.02,1.09,,1377.6100000
16807,Kepler-1884 b,Kepler-1884,1,Transit,2021,8.98832035,,0.162,,,,5984.00,0.91,0.99,,1443.0900000
16814,Kepler-1885 b,Kepler-1885,1,Transit,2021,2.52255988,,0.135,,,,5591.00,0.86,0.98,,818.4820000
16826,Kepler-1886 b,Kepler-1886,1,Transit,2021,24.27580070,,0.230,,,,5745.00,0.84,0.93,,1059.5100000
16829,Kepler-1887 b,Kepler-1887,1,Transit,2021,19.94750023,,0.261,,,,5749.00,0.86,0.96,,1366.1800000
16842,Kepler-1888 b,Kepler-1888,1,Transit,2021,11.39169979,,0.118,,,,5557.00,1.25,0.90,,402.9470000
16849,Kepler-1889 b,Kepler-1889,1,Transit,2021,37.30369949,,0.263,,,,5646.00,0.82,0.86,,1395.1300000
16860,Kepler-189 b,Kepler-189,1,Transit,2014,10.39993100,0.088000,0.108,,,,5235.00,0.75,,,591.5340000
16866,Kepler-189 c,Kepler-189,1,Transit,2014,20.13486600,0.137000,0.212,,,,5235.00,0.75,,,591.5340000
16879,Kepler-1890 b,Kepler-1890,1,Transit,2021,4.82059002,,0.077,,,,6046.00,1.40,1.02,,529.5960000
16883,Kepler-1891 b,Kepler-1891,1,Transit,2021,4.02229023,,0.136,,,,5516.00,0.83,0.87,,596.2400000
16895,Kepler-1892 b,Kepler-1892,1,Transit,2021,6.33123016,,0.164,,,,5383.00,0.76,0.85,,851.5950000
16901,Kepler-1893 b,Kepler-1893,1,Transit,2021,4.17936993,,0.152,,,,5633.00,1.16,0.97,,1050.7200000
16906,Kepler-1894 b,Kepler-1894,1,Transit,2021,2.76266003,,0.107,,,,5772.00,0.90,1.00,,935.1910000
16912,Kepler-1894 c,Kepler-1894,1,Transit,2023,5.05368985,0.057600,,,1007,,5772.00,0.90,1.00,,935.1910000
16923,Kepler-1895 b,Kepler-1895,1,Transit,2021,6.07029009,,0.189,,,,5076.00,0.76,0.86,,984.1870000
16924,Kepler-1896 b,Kepler-1896,1,Transit,2021,44.87020111,,0.277,,,,6122.00,1.00,1.07,,1732.9100000
16935,Kepler-1897 b,Kepler-1897,1,Transit,2021,24.22030067,,0.251,,,,5165.00,0.76,0.86,,983.1740000
16940,Kepler-1898 b,Kepler-1898,1,Transit,2021,4.76562023,,0.083,,,,5702.00,1.12,0.84,,360.9210000
16948,Kepler-1899 b,Kepler-1899,1,Transit,2021,4.09577990,,0.138,,,,4791.00,0.74,0.76,,711.5090000
16960,Kepler-19 b,Kepler-19,1,Transit,2011,9.28699000,0.084600,0.197,0.01919,851,,5541.00,0.86,0.94,,218.5620000
16967,Kepler-19 c,Kepler-19,1,Transit Timing Variations,2011,28.73100000,,,0.04122,,,5544.00,0.86,0.94,,218.5620000
16969,Kepler-19 d,Kepler-19,1,Radial Velocity,2017,62.95000000,,,0.07079,,,5544.00,0.86,0.94,,218.5620000
16970,Kepler-190 b,Kepler-190,1,Transit,2014,2.01999900,0.030000,0.139,,,,5106.00,0.80,,,433.3870000
16988,Kepler-190 c,Kepler-190,1,Transit,2014,3.76302400,0.045000,0.130,,,,5106.00,0.80,,,433.3870000
